65 72 89 88 08 84 59 82 24 73 
63 68 63 68 73 33 96 31 13 31 
96 93 00 38 19 76 22 69 85 22 
80 01 83 73 04 92 18 28 54 26 
43 08 97 29 97 64 06 36 80 79 
09 85 62 79 78 15 82 37 45 30 
97 02 82 52 37 66 88 93 58 29 
67 60 31 88 76 06 81 76 31 44 
28 68 59 85 93 22 12 59 02 23 
16 37 08 74 55 93 42 40 12 28 
54 12 23 79 85 87 55 26 48 74 
00 15 43 30 17 56 48 66 73 12 
10 26 32 39 43 74 05 05 26 06 
09 83 32 47 49 26 57 05 57 51 
23 08 60 64 80 28 28 55 88 63 
51 62 16 35 52 65 43 12 49 72 
25 07 18 27 83 09 98 08 83 76 
28 70 03 43 21 31 09 23 02 28 
19 01 13 38 92 57 27 59 66 17 
03 00 47 40 50 47 21 75 95 83 
