68 88 95 77 75 16 64 26 71 81 
61 98 71 17 71 41 94 81 43 55 
43 67 63 63 11 39 50 71 69 45 
64 37 89 51 96 62 52 52 12 24 
03 71 34 96 74 12 70 28 61 95 
91 16 24 76 68 95 63 58 48 88 
68 11 59 21 87 15 43 03 45 89 
73 79 32 12 97 85 47 52 45 45 
87 61 31 46 57 23 81 55 03 01 
94 09 05 40 93 47 09 52 74 59 
00 22 53 51 03 74 39 06 86 72 
20 12 91 37 60 99 45 31 95 13 
11 53 28 15 97 77 85 39 23 94 
94 08 00 78 00 83 87 43 09 07 
38 00 31 19 06 90 46 86 99 47 
75 31 24 53 69 50 83 29 31 29 
82 29 11 93 61 32 06 15 31 27 
72 42 23 19 28 93 76 61 18 01 
76 08 70 31 86 73 26 79 78 75 
10 04 82 48 50 21 25 01 28 24 
