97 50 95 92 23 78 84 10 15 99 
89 81 32 49 75 53 66 44 72 10 
71 45 69 80 64 49 61 40 49 80 
43 62 80 80 68 44 92 97 89 18 
83 34 84 28 49 68 94 51 61 41 
35 87 41 04 41 61 98 87 55 63 
84 36 55 09 58 62 29 70 44 78 
18 90 58 28 86 81 07 74 39 10 
18 48 53 77 29 74 46 75 09 10 
45 52 63 58 07 02 92 96 39 93 
24 67 82 55 44 83 09 93 03 11 
28 22 82 93 64 89 15 27 73 12 
41 27 87 29 26 20 07 62 81 25 
44 20 40 35 36 25 39 67 48 68 
15 52 57 89 79 84 01 70 19 27 
39 40 31 76 62 20 37 80 34 28 
36 90 11 25 16 40 19 51 18 72 
54 28 15 36 52 78 22 97 65 20 
05 25 19 03 36 17 68 43 59 90 
27 69 47 11 58 29 13 53 86 72 
