95 99 82 42 63 21 59 46 79 55 
49 84 75 89 78 94 36 82 64 15 
97 74 70 84 13 39 78 00 19 21 
99 06 82 33 21 30 90 58 16 59 
81 80 25 77 48 78 24 63 45 08 
51 61 46 12 14 40 25 15 14 25 
74 35 10 48 28 82 02 49 38 06 
31 57 80 19 05 69 55 35 89 12 
68 77 27 74 31 90 54 23 22 65 
49 54 61 61 48 59 62 86 57 65 
53 45 07 83 22 04 13 97 29 21 
19 67 54 99 13 12 00 31 53 13 
23 77 26 07 26 88 41 05 61 99 
21 49 29 76 07 12 05 31 55 56 
72 00 31 35 19 15 61 15 78 37 
20 64 22 84 74 92 02 36 24 19 
78 33 37 59 55 13 87 62 49 48 
87 02 73 23 66 04 94 05 75 50 
57 27 06 75 51 29 57 32 72 49 
23 15 05 83 79 35 27 70 06 06 
