19 90 67 57 60 96 81 33 23 54 
60 72 30 07 71 53 64 43 13 95 
59 81 34 89 46 67 66 74 93 69 
39 95 27 30 44 94 01 17 64 49 
63 67 08 15 78 41 85 33 25 84 
83 79 06 56 05 54 40 96 80 89 
95 25 37 05 57 86 22 04 39 74 
01 13 94 53 86 83 35 65 61 47 
34 42 59 40 93 90 70 43 00 05 
23 64 51 37 44 05 99 31 54 69 
71 26 19 04 67 59 69 28 46 41 
04 51 82 39 14 79 75 09 24 16 
86 09 53 01 65 50 10 53 21 88 
20 02 03 01 54 84 41 28 22 23 
86 24 23 24 31 95 17 11 98 72 
05 67 04 51 76 95 86 14 45 34 
26 11 68 20 93 94 52 45 22 84 
53 12 29 21 46 94 70 41 81 49 
38 35 60 24 81 43 52 94 62 33 
26 00 69 65 73 87 64 69 25 97 
