98 99 57 74 67 56 15 62 33 40 
77 64 90 00 60 85 91 67 52 53 
50 93 73 00 21 66 58 97 66 47 
22 75 83 97 12 38 99 12 87 53 
76 66 62 08 57 99 54 61 10 15 
29 23 86 46 35 07 06 77 10 18 
82 27 93 21 32 52 53 21 62 76 
75 14 62 45 28 20 04 09 81 51 
32 80 60 50 32 83 36 41 79 47 
25 79 28 94 54 51 05 16 02 18 
41 10 29 80 15 33 80 91 80 83 
56 19 34 26 47 94 18 78 66 27 
21 15 24 13 70 28 45 61 19 94 
47 11 81 13 99 86 20 63 96 64 
71 25 28 50 71 37 18 14 47 07 
53 08 00 42 75 41 47 67 30 68 
30 34 68 58 27 30 98 72 89 91 
39 14 54 53 28 35 81 08 21 08 
80 59 30 03 92 78 54 12 85 35 
61 09 31 60 05 22 43 88 40 15 
