87 36 86 70 06 36 66 68 51 77 
34 87 85 19 09 65 09 53 03 26 
04 97 90 88 72 57 23 34 62 37 
81 67 56 59 46 94 45 67 46 27 
88 83 23 37 82 23 77 17 40 65 
70 84 06 78 85 68 43 68 19 34 
24 63 76 68 74 38 61 51 52 29 
74 37 80 96 44 91 82 40 07 95 
81 66 08 00 85 13 24 96 61 10 
17 27 90 00 71 87 13 31 23 54 
93 18 50 48 23 46 65 21 80 27 
56 82 01 58 96 69 69 61 72 47 
25 64 28 39 85 06 63 23 07 44 
53 82 07 66 84 90 40 42 35 42 
30 57 15 54 96 77 43 52 67 76 
16 85 09 71 80 04 93 45 24 59 
58 42 14 67 81 16 19 24 12 64 
07 83 11 42 00 38 32 68 24 88 
59 39 22 17 26 58 63 99 62 69 
11 12 61 81 01 45 14 87 37 56 
