94 87 55 48 23 35 92 85 00 17 
31 98 92 55 07 63 67 29 96 78 
45 59 64 52 93 95 41 61 78 97 
28 24 91 88 28 49 77 60 85 61 
02 78 91 20 39 21 28 54 03 04 
88 26 44 53 59 85 59 16 79 38 
41 02 94 82 43 63 14 20 63 12 
21 87 23 13 49 18 85 76 93 72 
17 13 82 61 26 00 24 86 00 80 
72 37 40 92 86 47 21 13 53 70 
83 22 48 22 38 17 92 56 72 70 
17 98 05 05 99 17 74 05 94 13 
63 33 47 42 44 35 55 47 92 83 
20 00 11 32 60 56 45 18 89 24 
51 21 40 62 15 09 27 98 80 70 
14 14 68 20 70 97 57 72 71 93 
24 91 05 34 69 96 08 76 73 75 
06 52 21 34 39 82 19 06 46 07 
03 19 77 61 97 31 43 90 87 16 
22 28 31 95 91 21 49 66 97 31 
