94 97 66 39 15 97 37 29 75 23 
86 72 90 50 39 58 01 01 46 50 
77 47 89 89 13 10 82 04 24 53 
99 45 72 73 99 17 01 78 84 94 
95 85 62 14 48 37 89 00 64 70 
63 78 52 34 46 95 46 86 91 36 
53 51 70 77 32 31 24 09 27 95 
26 98 89 32 45 82 83 48 11 89 
64 65 66 96 20 39 97 19 47 43 
66 87 88 01 50 60 00 28 24 58 
26 82 13 80 57 54 04 24 65 90 
55 23 89 35 37 52 12 25 04 50 
19 05 81 13 02 49 50 12 92 39 
23 61 75 52 48 88 28 05 45 99 
31 50 38 12 36 29 07 91 37 45 
53 03 27 44 51 85 66 53 52 05 
22 88 14 87 70 59 15 82 53 37 
32 04 94 82 27 81 94 49 22 84 
04 87 92 07 26 27 62 55 64 65 
51 18 64 73 23 19 83 83 26 06 
