95 73 52 76 69 00 53 99 95 29 
93 18 69 30 12 80 34 73 71 92 
76 56 57 18 47 59 43 37 78 16 
54 90 27 79 32 61 24 70 63 03 
44 55 48 85 38 19 20 60 38 24 
17 09 69 92 17 83 50 49 59 12 
05 14 81 90 99 61 74 05 05 62 
14 44 85 35 56 67 63 49 10 71 
83 37 06 01 57 69 00 63 45 70 
37 58 38 46 83 74 90 86 25 06 
60 50 18 46 62 26 03 68 74 83 
04 33 22 04 38 96 97 01 23 21 
15 10 10 73 21 25 23 58 95 70 
08 48 39 06 07 81 81 09 18 21 
06 42 33 82 42 00 59 78 71 43 
57 13 60 48 04 59 50 23 80 39 
00 68 67 07 77 57 21 37 66 54 
29 40 44 10 73 48 50 81 22 99 
35 87 01 83 13 51 64 07 21 67 
04 47 73 98 33 00 60 55 44 44 
