82 85 79 26 50 19 55 97 12 80 
57 93 92 52 79 08 18 06 71 70 
36 86 50 51 69 73 73 53 08 40 
55 56 99 13 58 77 83 49 90 56 
50 70 44 04 34 29 07 63 53 85 
60 52 59 16 21 48 95 71 07 03 
68 85 13 93 80 75 04 31 89 20 
52 56 95 22 93 22 98 73 94 17 
01 83 66 96 42 67 88 36 52 83 
58 18 79 85 96 10 92 96 18 95 
49 04 11 33 74 67 45 42 69 57 
46 00 49 00 44 93 16 17 49 44 
49 44 10 96 54 35 86 91 73 51 
21 01 96 20 20 30 51 52 61 26 
31 00 04 21 51 76 69 18 87 12 
43 36 99 12 80 13 15 71 48 26 
94 22 85 07 16 36 32 64 11 91 
43 47 00 02 93 65 60 38 23 08 
43 49 35 10 15 12 79 30 18 11 
51 03 49 28 48 86 92 85 88 93 
