98 98 44 67 95 97 37 35 35 39 
66 48 91 21 63 53 87 56 88 15 
95 58 40 56 31 91 13 70 71 34 
64 76 34 16 45 71 26 86 45 87 
68 28 89 51 37 05 09 49 37 28 
91 16 84 10 68 53 41 56 41 44 
98 31 41 98 41 69 53 46 44 17 
43 83 30 35 46 07 03 36 73 76 
02 87 85 19 30 06 23 56 13 27 
40 84 25 27 29 00 17 31 78 99 
66 25 63 53 03 90 55 45 88 14 
16 95 70 05 10 34 85 21 35 30 
74 33 42 71 62 80 97 61 99 46 
65 24 53 76 07 11 27 91 58 30 
18 32 14 78 89 55 01 24 19 38 
43 16 87 86 85 26 93 26 10 43 
13 68 69 35 98 33 13 75 20 98 
46 48 27 78 04 61 12 62 48 63 
92 67 12 87 08 09 03 56 40 13 
40 02 30 10 77 89 67 07 58 53 
