70 96 85 25 22 41 34 87 52 48 
64 97 60 99 38 15 96 09 27 45 
60 54 90 19 50 49 25 14 65 98 
61 34 97 27 29 66 54 69 22 21 
73 92 41 78 40 39 05 59 06 82 
77 88 06 41 25 98 71 27 57 13 
78 55 52 01 41 02 90 99 45 78 
34 80 63 39 36 56 84 19 06 58 
61 69 04 91 25 51 08 92 21 69 
51 60 79 94 42 05 10 28 40 13 
82 15 31 70 59 08 29 30 57 74 
13 51 79 15 14 84 59 24 40 60 
35 15 89 66 85 86 86 65 36 55 
05 67 88 95 14 07 68 05 81 72 
46 40 27 52 37 00 58 60 08 73 
07 31 15 04 62 72 40 56 46 22 
57 39 32 58 74 28 18 70 12 11 
27 14 74 84 69 32 05 88 51 03 
03 52 64 61 04 58 26 36 42 39 
83 67 37 13 19 93 89 53 28 73 
