54 86 79 89 27 26 78 47 62 37 
53 67 93 88 31 67 63 50 05 71 
41 78 87 63 30 25 81 44 62 57 
31 73 75 95 04 55 62 51 04 92 
48 72 05 95 04 99 34 69 02 81 
82 40 65 03 62 77 46 88 12 34 
50 34 97 56 63 95 33 06 56 63 
45 48 32 02 87 32 37 57 99 67 
64 22 79 24 44 97 08 22 78 55 
41 02 77 60 99 72 16 79 43 19 
17 04 35 95 78 90 39 08 17 44 
02 37 96 30 93 18 06 48 11 23 
28 42 33 11 65 15 15 64 99 46 
69 58 53 76 23 98 24 62 78 05 
06 64 16 99 04 38 23 18 89 77 
38 10 45 22 62 77 78 68 56 43 
09 58 06 79 90 21 04 04 98 07 
63 02 14 56 69 54 93 29 24 56 
20 25 71 21 62 71 15 05 51 69 
04 77 39 35 82 04 24 01 04 73 
