98 97 34 01 73 20 54 20 14 26 
36 69 95 16 39 00 32 87 68 51 
91 84 42 99 12 15 46 18 24 15 
05 70 97 93 64 09 84 48 44 76 
86 42 72 16 64 05 05 58 69 55 
64 20 97 42 62 49 25 19 06 16 
14 97 92 03 43 37 12 77 42 93 
41 73 46 43 78 81 40 14 26 41 
13 49 63 00 09 95 10 71 45 37 
28 14 95 86 06 62 68 42 36 95 
35 91 02 11 28 31 25 90 70 75 
03 52 82 57 55 44 92 34 85 69 
23 12 55 64 27 98 08 65 65 02 
00 35 73 87 45 66 09 66 06 70 
64 88 19 55 86 22 62 68 12 46 
38 37 03 96 97 57 48 39 61 67 
19 32 92 86 75 00 16 27 54 93 
10 43 32 46 44 50 76 94 41 76 
08 54 07 08 01 66 78 22 93 16 
00 36 03 69 18 48 20 24 54 69 
