79 76 88 59 28 76 09 14 39 87 
92 35 98 71 31 01 47 94 97 87 
83 81 77 24 71 05 19 20 35 31 
81 48 51 76 56 75 81 56 81 49 
85 89 20 00 33 50 25 90 44 23 
26 88 50 32 25 88 18 33 05 47 
99 27 74 08 31 04 43 93 84 87 
42 83 23 18 09 10 23 71 12 19 
26 72 50 71 41 60 23 87 08 18 
14 51 70 30 10 25 27 31 43 33 
12 63 67 28 42 97 21 25 49 66 
46 27 47 74 21 45 21 30 79 73 
42 88 17 27 02 82 34 93 23 05 
25 34 93 92 00 67 06 20 31 23 
80 32 01 54 71 45 50 81 58 84 
30 66 07 62 70 78 92 88 92 90 
39 23 80 44 91 83 61 64 56 19 
48 38 15 55 46 92 51 06 54 37 
06 20 13 20 63 04 14 87 61 92 
36 71 09 64 74 47 70 76 45 71 
