48 00 48 72 35 24 95 35 24 21
06 86 04 19 09 01 35 99 30 99
76 67 83 20 01 27 26 94 40 05
47 66 59 08 45 68 23 96 54 28
41 94 85 43 99 76 41 12 97 27
67 67 22 20 46 84 57 83 22 23
20 09 19 07 47 51 82 84 46 14
90 40 05 77 94 49 45 00 33 97
67 64 37 60 48 02 33 17 27 73
67 08 38 89 68 18 66 85 32 36
82 50 10 17 41 57 48 77 55 77
74 47 68 17 71 86 96 21 13 12
00 88 31 97 15 02 65 11 03 11
19 44 27 56 20 65 18 81 38 19
44 24 37 01 90 63 54 77 91 21
22 56 55 05 81 48 39 35 69 37
83 00 45 83 37 38 42 17 62 11
53 23 27 50 15 13 52 97 92 24
67 32 34 56 30 45 68 53 19 13
52 18 89 26 90 45 35 06 89 53
