99 54 13 98 44 48 05 94 32 97
12 91 65 89 24 47 42 27 34 72
44 73 47 88 86 19 69 56 37 76
41 47 34 41 03 67 88 89 05 23
85 37 45 97 82 95 87 44 02 75
29 40 72 16 15 63 91 17 32 61
20 04 55 54 03 02 76 73 37 92
18 22 72 42 43 02 23 48 44 63
78 24 62 37 01 77 58 40 57 41
48 22 41 92 68 13 73 89 97 29
14 69 35 15 33 12 90 59 75 93
30 01 68 36 98 71 73 67 01 07
31 53 21 45 60 64 60 91 27 04
90 81 53 44 69 44 42 42 46 02
47 81 44 09 78 57 29 59 51 30
30 54 37 75 85 97 71 34 40 29
06 50 89 62 59 37 03 28 82 76
39 77 66 85 35 60 86 30 05 12
28 33 73 43 38 03 20 25 22 05
74 35 27 42 82 29 60 13 85 25
