86 49 94 76 51 07 54 89 91 97
48 60 86 68 80 71 85 98 69 32
53 13 83 26 19 61 24 37 91 05
74 20 77 13 77 51 81 40 13 53
45 31 70 40 56 87 87 31 24 03
67 00 16 31 71 98 81 43 86 10
53 55 84 96 46 56 28 99 97 70
76 63 66 36 30 98 43 35 69 62
59 54 34 95 90 82 78 27 45 02
24 73 51 15 00 43 32 10 83 58
81 77 70 94 27 96 07 66 82 29
90 03 35 13 35 77 19 71 60 41
86 67 65 84 96 62 09 95 64 69
34 11 56 05 04 77 12 37 66 75
07 29 84 32 17 03 32 43 14 18
16 34 96 30 99 23 35 96 03 83
82 06 22 24 67 90 89 31 68 29
03 08 40 04 97 21 88 73 45 20
20 54 70 57 71 17 53 19 31 77
68 97 81 80 09 78 42 79 08 75
