56 98 18 49 10 85 39 30 25 94
80 16 79 89 40 63 90 39 09 24
60 31 13 63 02 34 94 62 03 47
70 40 20 18 89 79 85 87 00 51
80 47 92 46 27 50 84 08 19 42
50 57 23 09 39 98 36 03 58 47
37 62 27 74 95 99 18 02 56 39
77 17 96 92 91 64 71 41 85 10
22 13 43 86 72 90 13 12 78 34
09 05 73 71 15 52 37 25 52 86
71 05 82 99 75 06 04 88 22 30
55 13 77 36 72 19 44 41 58 43
80 68 80 22 40 66 29 06 56 48
70 71 92 81 65 39 03 32 31 73
34 44 50 38 11 73 14 57 98 75
52 55 46 79 98 96 27 88 20 45
23 14 89 82 85 14 02 40 07 06
15 07 21 37 59 76 21 12 42 36
05 31 67 13 32 36 45 65 55 46
73 93 68 29 29 51 29 99 68 53
