62 14 73 83 74 99 61 85 63 25
07 83 16 01 21 27 44 87 70 62
60 02 41 08 52 15 10 52 31 28
60 51 52 74 22 54 37 66 06 17
41 53 19 07 33 30 98 84 37 57
50 28 44 72 06 07 11 72 30 11
42 28 17 77 46 92 69 91 22 78
58 70 60 44 94 28 88 40 33 91
88 79 85 91 33 79 62 06 43 21
47 72 20 07 12 19 38 26 23 98
33 28 16 67 36 24 63 15 24 93
42 40 55 24 32 44 55 40 36 64
98 02 00 42 48 57 91 76 96 53
60 43 29 45 06 76 63 86 84 66
46 90 03 57 89 79 87 88 35 93
36 58 63 44 15 06 89 38 79 53
30 94 15 03 14 57 87 72 64 09
05 97 25 08 16 52 99 69 38 46
67 12 92 95 55 39 45 33 21 38
13 13 79 75 50 20 75 45 85 71
