85 27 71 40 16 52 72 44 36 96
65 64 11 18 71 77 26 66 25 51
08 68 54 19 87 25 41 24 60 35
91 72 90 26 39 82 57 06 26 18
46 51 76 46 60 76 24 01 34 15
25 53 73 23 67 01 85 90 17 96
89 25 62 40 75 83 46 75 06 75
00 09 37 11 81 97 47 56 41 75
25 05 76 28 35 17 68 45 74 79
48 62 71 08 51 08 29 36 97 54
55 40 18 55 32 69 87 56 71 22
47 33 45 74 15 05 67 55 11 81
05 61 94 20 64 02 60 20 22 48
69 74 59 06 05 14 82 05 00 78
97 71 91 67 50 20 71 72 69 32
46 22 34 27 72 41 06 39 03 64
61 62 24 73 81 28 98 90 93 09
36 18 57 43 90 62 42 59 13 47
08 90 25 33 47 50 82 19 65 85
67 76 58 72 49 32 90 44 18 03
