14 41 22 13 73 25 78 55 30 94
39 57 87 83 83 76 20 21 48 09
33 35 99 34 82 00 74 67 44 93
02 47 63 78 83 99 73 95 04 45
72 31 98 83 99 34 19 63 28 00
42 54 83 66 06 03 87 80 52 20
58 63 90 46 39 71 79 22 96 14
82 75 55 06 19 86 67 48 81 34
80 05 63 55 22 24 22 83 47 51
65 65 96 48 96 34 37 23 33 31
86 42 27 85 49 60 74 94 91 96
72 21 34 54 64 91 73 67 98 47
73 14 54 00 45 82 33 80 14 95
22 34 72 91 18 47 82 47 85 73
84 44 57 85 98 20 02 84 92 92
86 97 48 18 28 08 40 55 53 69
29 61 95 40 95 30 78 60 52 17
30 73 33 23 99 92 50 93 53 24
44 55 34 00 29 88 45 24 35 73
72 12 25 86 04 79 85 37 67 64
