15 83 69 61 84 90 82 19 19 45
16 50 95 57 74 39 34 75 59 03
38 02 24 61 75 97 82 52 62 19
55 61 82 50 05 68 14 32 57 42
38 16 48 32 94 90 05 07 69 35
09 41 54 05 77 62 85 21 24 56
27 76 32 79 09 90 85 70 95 67
72 88 57 65 11 87 00 74 14 06
97 87 15 97 21 39 14 33 60 73
34 36 28 11 39 66 47 65 27 26
67 32 19 75 85 43 82 51 84 45
40 61 69 32 33 58 17 83 87 11
01 14 17 74 85 50 98 39 39 65
93 22 41 75 05 05 95 35 93 12
37 55 37 99 84 58 60 91 52 96
92 25 54 02 76 08 39 92 17 35
42 27 48 47 66 49 98 39 91 84
24 61 63 43 69 94 77 22 21 62
54 86 28 61 53 97 29 55 82 18
50 91 77 58 14 99 92 82 18 31
