77 66 69 59 22 95 62 89 60 19
97 86 26 46 70 07 45 42 65 31
12 92 67 70 53 08 13 23 77 13
65 50 58 35 99 10 81 85 63 21
76 22 94 65 02 90 60 64 57 86
66 48 85 64 23 30 81 28 20 74
87 89 52 04 61 95 62 30 59 05
86 07 37 57 50 62 55 70 24 23
69 26 36 15 35 65 31 03 54 97
40 78 61 21 68 90 48 27 75 44
59 88 19 65 26 42 31 75 94 47
66 70 58 41 42 59 92 56 44 32
29 82 72 18 85 14 26 76 49 38
90 14 53 31 93 35 27 37 55 02
40 47 54 65 22 54 97 74 73 25
07 48 56 84 91 71 39 49 95 70
54 53 36 16 31 05 44 59 65 80
52 90 81 00 90 58 38 83 54 46
55 38 28 69 91 66 64 61 01 90
19 34 21 56 82 24 16 41 02 84
