61 40 81 13 17 29 44 70 46 25
05 25 49 98 57 60 13 50 33 39
37 03 35 82 04 13 75 29 47 77
49 56 97 53 15 97 67 35 96 45
93 92 31 43 79 57 01 63 17 56
70 14 80 48 30 06 41 41 92 68
56 03 25 79 17 63 40 26 91 73
42 56 53 21 27 41 10 74 51 34
59 17 18 46 31 66 57 24 42 44
86 30 02 85 58 71 52 24 80 05
95 07 41 87 36 50 15 73 04 81
46 05 53 39 19 22 56 55 15 16
01 58 41 06 41 45 12 83 18 28
27 59 92 30 67 57 95 06 55 67
81 47 11 08 75 96 51 74 36 20
68 91 05 49 27 68 14 49 74 65
81 67 49 90 76 50 07 22 44 32
10 49 74 69 65 51 67 22 96 52
72 32 18 36 58 87 03 26 56 32
58 92 84 43 24 76 28 38 63 40
