50 96 01 37 25 62 56 35 77 39
68 61 50 69 14 34 55 80 42 25
67 37 94 73 50 62 30 48 77 56
84 48 17 67 65 40 19 73 28 59
62 13 74 81 51 97 96 29 94 02
71 59 06 55 64 09 48 83 72 18
07 34 62 81 28 14 37 08 75 23
99 51 40 59 78 80 38 37 09 56
97 21 04 26 61 75 19 26 93 79
36 94 71 68 17 32 30 05 31 66
39 23 20 74 11 21 52 64 02 23
19 28 90 48 11 74 51 67 53 92
94 84 61 94 56 70 35 04 32 66
03 85 77 72 86 84 33 34 39 64
10 45 10 10 29 27 22 97 91 05
52 24 49 23 02 92 78 79 79 53
84 30 81 63 19 20 17 53 06 60
21 08 24 71 82 98 23 23 83 35
76 46 43 70 56 29 75 68 66 45
23 98 55 17 02 76 30 19 78 25
